,emotion,quotes
596,philosophy,"To write well, express yourself like the common people, but think like a wise man."
597,philosophy,"If you're trapped in the dream of the Other, you're fucked."
598,philosophy,Fair speech may hide a foul heart.
599,philosophy,There is no escape—we pay for the violence of our ancestors.
600,philosophy,"This is my simple religion. There is no need for temples; no need for complicated philosophy. Our own brain, our own heart is our temple; the philosophy is kindness."
601,philosophy,"It is foolish and wrong to mourn the men who died. Rather, we should thank God that such men lived."
602,philosophy,"If you place your head in a lion's mouth, then you cannot complain one day if he happens to bite it off."
603,philosophy,Learning does not make one learned: there are those who have knowledge and those who have understanding. The first requires memory and the second philosophy.
604,philosophy,"Au milieu de l'hiver, j'ai découvert en moi un invincible été."
605,philosophy,A great many people think they are thinking when they are merely rearranging their prejudices.
606,philosophy,The end may justify the means as long as there is something that justifies the end.
607,philosophy,"The Revolution introduced me to art, and in turn, art introduced me to the Revolution!"
608,philosophy,"The thing about a spiral is, if you follow it inward, it never actually ends. It just keeps tightening, infinitely."
609,philosophy,"Last night I was seriously considering whether I was a bisexual or not but I don’t think so though I’m not sure if I’d like to be and argh I don’t think there’s anything wrong with that, if you like a person, you like the person, not their genitals."
610,philosophy,Stop feeling sorry for yourself and you will be happy.
611,philosophy,"In the morning I bathe my intellect in the stupendous and cosmogonal philosophy of the Bhagvat Geeta, since whose composition years of the gods have elapsed, and in comparison with which our modern world and its literature seem puny and trivial; and I doubt if that philosophy is not to be referred to a previous state of existence, so remote is its sublimity from our conceptions. I lay down the book and go to my well for water, and lo! there I meet the servant of the Bramin, priest of Brahma and Vishnu and Indra, who still sits in his temple on the Ganges reading the Vedas, or dwells at the root of a tree with his crust and water jug. I meet his servant come to draw water for his master, and our buckets as it were grate together in the same well. The pure Walden water is mingled with the sacred water of the Ganges."
612,philosophy,"Whereof one cannot speak, thereof one must be silent."
613,philosophy,A cult is a religion with no political power.
614,philosophy,"My desire and wish is that the things I start with should be so obvious that you wonder why I spend my time stating them. This is what I aim at because the point of philosophy is to start with something so simple as not to seem worth stating, and to end with something so paradoxical that no one will believe it."
615,philosophy,"Contentment is natural wealth, luxury is artificial poverty."
616,philosophy,"There is no need to search; achievement leads to nowhere. It makes no difference at all, so just be happy now! Love is the only reality of the world, because it is all One, you see. And the only laws are paradox, humor and change. There is no problem, never was, and never will be. Release your struggle, let go of your mind, throw away your concerns, and relax into the world. No need to resist life, just do your best. Open your eyes and see that you are far more than you imagine. You are the world, you are the universe; you are yourself and everyone else, too! It's all the marvelous Play of God. Wake up, regain your humor. Don't worry, just be happy. You are already free!"
617,philosophy,"Until an hour before the Devil fell, God thought him beautiful in Heaven."
618,philosophy,"Once upon a time, I dreamt I was a butterfly, fluttering hither and thither, to all intents and purposes a butterfly. I was conscious only of my happiness as a butterfly, unaware that I was myself. Soon I awaked, and there I was, veritably myself again. Now I do not know whether I was then a man dreaming I was a butterfly, or whether I am now a butterfly, dreaming I am a man."
619,philosophy,"Death, therefore, the most awful of evils, is nothing to us, seeing that, when we are, death is not come, and, when death is come, we are not."
620,philosophy,"The words ‘I Love You’ kill, and resurrect millions, in less than a second."
621,philosophy,"Perhaps not one religion contains all of the truth of the world. Perhaps every religion contains fragments of the truth, and it is our responsibility to identify those fragments and piece them together."
622,philosophy,Doing nothing is better than being busy doing nothing.
623,philosophy,Even the finest sword plunged into salt water will eventually rust.
624,philosophy,The inner fire is the most important thing mankind possesses.
625,philosophy,The moment we cry in a film is not when things are sad but when they turn out to be more beautiful than we expected them to be.
626,philosophy,"In politics we presume that everyone who knows how to get votes knows how to administer a city or a state. When we are ill... we do not ask for the handsomest physician, or the most eloquent one."
627,philosophy,Physics isn't the most important thing. Love is.
628,philosophy,"He was free, free in every way, free to behave like a fool or a machine, free to accept, free to refuse, free to equivocate; to marry, to give up the game, to drag this death weight about with him for years to come. He could do what he liked, no one had the right to advise him, there would be for him no Good or Evil unless he thought them into being."
629,philosophy,"When someone sees the same people every day, as had happened with him at the seminary, they wind up becoming a part of that person's life. And then they want the person to change. If someone isn't what others want them to be, the others become angry. Everyone seems to have a clear idea of how other people should lead their lives, but none about his or her own."
630,happiness,
631,happiness,For every minute you are angry you lose sixty seconds of happiness.
632,happiness,Love is that condition in which the happiness of another person is essential to your own.
633,happiness,Folks are usually about as happy as they make their minds up to be.
634,happiness,Time you enjoy wasting is not wasted time.
635,happiness,"It's so hard to forget pain, but it's even harder to remember sweetness. We have no scar to show for happiness. We learn so little from peace."
636,happiness,Happiness in intelligent people is the rarest thing I know.
637,happiness,"The Seven Social Sins are: Wealth without work. Pleasure without conscience. Knowledge without character. Commerce without morality. Science without humanity. Worship without sacrifice. Politics without principle.From a sermon given by Frederick Lewis Donaldson in Westminster Abbey, London, on March 20, 1925."
638,happiness,You will never be happy if you continue to search for what happiness consists of. You will never live if you are looking for the meaning of life.
639,happiness,"Happiness is when what you think, what you say, and what you do are in harmony."
640,happiness,There's nothing like deep breaths after laughing that hard. Nothing in the world like a sore stomach for the right reasons.
641,happiness,Every man has his secret sorrows which the world knows not; and often times we call a man cold when he is only sad.
642,happiness,Happiness is not something ready made. It comes from your own actions.
643,happiness,"Count your age by friends, not years. Count your life by smiles, not tears."
644,happiness,"Promise YourselfTo be so strong that nothingcan disturb your peace of mind.To talk health, happiness, and prosperityto every person you meet.To make all your friends feelthat there is something in themTo look at the sunny side of everythingand make your optimism come true.To think only the best, to work only for the best,and to expect only the best.To be just as enthusiastic about the success of othersas you are about your own.To forget the mistakes of the pastand press on to the greater achievements of the future.To wear a cheerful countenance at all timesand give every living creature you meet a smile.To give so much time to the improvement of yourselfthat you have no time to criticize others.To be too large for worry, too noble for anger, too strong for fear,and too happy to permit the presence of trouble.To think well of yourself and to proclaim this fact to the world,not in loud words but great deeds.To live in faith that the whole world is on your sideso long as you are true to the best that is in you."
645,happiness,"If more of us valued food and cheer and song above hoarded gold, it would be a merrier world."
646,happiness,"They say a person needs just three things to be truly happy in this world: someone to love, something to do, and something to hope for."
647,happiness,Attitude is a choice. Happiness is a choice. Optimism is a choice. Kindness is a choice. Giving is a choice. Respect is a choice. Whatever choice you make makes you. Choose wisely.
648,happiness,The most important thing is to enjoy your life—to be happy—it's all that matters.
649,happiness,Happiness is a warm puppy.
650,happiness,You cannot protect yourself from sadness without protecting yourself from happiness.
651,happiness,It isn't what you have or who you are or where you are or what you are doing that makes you happy or unhappy. It is what you think about it.
652,happiness,No medicine cures what happiness cannot.
653,happiness,"Take responsibility of your own happiness, never put it in other people’s hands."
654,happiness,"Happiness is having a large, loving, caring, close-knit family in another city."
655,happiness,Let us be grateful to the people who make us happy; they are the charming gardeners who make our souls blossom.
656,happiness,"If you want to be happy, do not dwell in the past, do not worry about the future, focus on living fully in the present."
657,happiness,The only way to find true happiness is to risk being completely cut open.
658,happiness,"Of all forms of caution, caution in love is perhaps the most fatal to true happiness."
659,happiness,"You can't be happy unless you're unhappy sometimes""."
660,happiness,"HopeSmiles from the threshold of the year to come, Whispering 'it will be happier'..."
661,happiness,"Don’t waste your time in anger, regrets, worries, and grudges. Life is too short to be unhappy."
662,happiness,"I felt my lungs inflate with the onrush of scenery—air, mountains, trees, people. I thought, ""This is what it is to be happy."
663,happiness,Sanity and happiness are an impossible combination.
664,happiness,"Be grateful for what you already have while you pursue your goals. If you aren’t grateful for what you already have, what makes you think you would be happy with more."
665,happiness,"Even if you cannot change all the people around you, you can change the people you choose to be around. Life is too short to waste your time on people who don’t respect, appreciate, and value you. Spend your life with people who make you smile, laugh, and feel loved."
666,happiness,"Happiness is the consequence of personal effort. You fight for it, strive for it, insist upon it, and sometimes even travel around the world looking for it. You have to participate relentlessly in the manifestations of your own blessings. And once you have achieved a state of happiness, you must never become lax about maintaining it. You must make a mighty effort to keep swimming upward into that happiness forever, to stay afloat on top of it."
667,happiness,Top 15 Things Money Can’t BuyTime. Happiness. Inner Peace. Integrity. Love. Character. Manners. Health. Respect. Morals. Trust. Patience. Class. Common sense. Dignity.
668,happiness,"Success is getting what you want, happiness is wanting what you get"
669,happiness,"Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny."
670,happiness,Happiness [is] only real when shared
671,happiness,I've got nothing to do today but smile.
672,happiness,It's been my experience that you can nearly always enjoy things if you make up your mind firmly that you will.
673,happiness,"Always find opportunities to make someone smile, and to offer random acts of kindness in everyday life."
674,happiness,The worst part of success is trying to find someone who is happy for you.
675,happiness,"It's like Tolstoy said. Happiness is an allegory, unhappiness a story."
676,happiness,"Learn to value yourself, which means: fight for your happiness."
677,happiness,Happiness is holding someone in your arms and knowing you hold the whole world.
678,happiness,Cry. Forgive. Learn. Move on. Let your tears water the seeds of your future happiness.
679,happiness,The happiness of your life depends upon the quality of your thoughts.
680,happiness,I must learn to be content with being happier than I deserve.
681,happiness,"please believe that things are good with me, and even when they're not, they will be soon enough. And i will always believe the same about you."
682,happiness,"When the first baby laughed for the first time, its laugh broke into a thousand pieces, and they all went skipping about, and that was the beginning of fairies."
683,happiness,"Stop comparing yourself to other people, just choose to be happy and live your own life."
684,happiness,"I am not proud, but I am happy; and happiness blinds, I think, more than pride."
685,happiness,The best way to cheer yourself is to try to cheer someone else up.
686,happiness,All happiness depends on courage and work.
687,happiness,Man only likes to count his troubles; he doesn't calculate his happiness.
688,happiness,I'm happy. Which often looks like crazy.
689,happiness,"Let no one ever come to you without leaving better and happier. Be the living expression of God's kindness: kindness in your face, kindness in your eyes, kindness in your smile."
690,happiness,Do not set aside your happiness. Do not wait to be happy in the future. The best time to be happy is always now.
691,happiness,The advantage of a bad memory is that one enjoys several times the same good things for the first time.
692,happiness,"I think and think and think, I‘ve thought myself out of happiness one million times, but never once into it."
693,happiness,"So we shall let the reader answer this question for himself: who is the happier man, he who has braved the storm of life and lived or he who has stayed securely on shore and merely existed?"
694,happiness,"Happiness is not the absence of problems, it's the ability to deal with them."
695,happiness,"The grand essentials to happiness in this life are something to do, something to love, and something to hope for."
696,happiness,"And hand in hand, on the edge of the sand, They danced by the light of the moon."
697,happiness,I'd far rather be happy than right any day.
698,happiness,"Name one hero who was happy.""I considered. Heracles went mad and killed his family; Theseus lost his bride and father; Jason's children and new wife were murdered by his old; Bellerophon killed the Chimera but was crippled by the fall from Pegasus' back.""You can't."" He was sitting up now, leaning forward.""I can't.""""I know. They never let you be famous AND happy."" He lifted an eyebrow. ""I'll tell you a secret.""""Tell me."" I loved it when he was like this.""I'm going to be the first."" He took my palm and held it to his. ""Swear it.""""Why me?""""Because you're the reason. Swear it.""""I swear it,"" I said, lost in the high color of his cheeks, the flame in his eyes.""I swear it,"" he echoed.We sat like that a moment, hands touching. He grinned.""I feel like I could eat the world raw."
699,happiness,"It was only a sunny smile, and little it cost in the giving, but like morning light it scattered the night and made the day worth living."
700,happiness,"Don't aim at success. The more you aim at it and make it a target, the more you are going to miss it. For success, like happiness, cannot be pursued; it must ensue, and it only does so as the unintended side effect of one's personal dedication to a cause greater than oneself or as the by-product of one's surrender to a person other than oneself. Happiness must happen, and the same holds for success: you have to let it happen by not caring about it. I want you to listen to what your conscience commands you to do and go on to carry it out to the best of your knowledge. Then you will live to see that in the long-run—in the long-run, I say!—success will follow you precisely because you had forgotten to think about it"
701,happiness,Happiness quite unshared can scarcely be called happiness; it has no taste.
702,happiness,One of the keys to happiness is a bad memory.
703,happiness,"The more you feed your mind with positive thoughts, the more you can attract great things into your life."
704,happiness,"I felt once more how simple and frugal a thing is happiness: a glass of wine, a roast chestnut, a wretched little brazier, the sound of the sea. Nothing else."
705,happiness,Happiness depends on your mindset and attitude.
706,happiness,"I know that's what people say-- you'll get over it. I'd say it, too. But I know it's not true. Oh, youll be happy again, never fear. But you won't forget. Every time you fall in love it will be because something in the man reminds you of him."
707,happiness,Happiness depends upon ourselves.
708,happiness,"Sometimes life knocks you on your ass... get up, get up, get up!!! Happiness is not the absence of problems, it's the ability to deal with them."
709,happiness,"Actual happiness always looks pretty squalid in comparison with the overcompensations for misery. And, of course, stability isn't nearly so spectacular as instability. And being contented has none of the glamour of a good fight against misfortune, none of the picturesqueness of a struggle with temptation, or a fatal overthrow by passion or doubt. Happiness is never grand."
710,happiness,Now and then it's good to pause in our pursuit of happiness and just be happy.
711,happiness,"I do not miss childhood, but I miss the way I took pleasure in small things, even as greater things crumbled. I could not control the world I was in, could not walk away from things or people or moments that hurt, but I took joy in the things that made me happy."
712,happiness,"People like to say love is unconditional, but it's not, and even if it was unconditional, it's still never free. There's always an expectation attached. They always want something in return. Like they want you to be happy or whatever and that makes you automatically responsible for their happiness because they won't be happy unless you are ... I just don't want that responsibility."
713,happiness,"True happiness is to enjoy the present, without anxious dependence upon the future, not to amuse ourselves with either hopes or fears but to rest satisfied with what we have, which is sufficient, for he that is so wants nothing. The greatest blessings of mankind are within us and within our reach. A wise man is content with his lot, whatever it may be, without wishing for what he has not."
714,happiness,"I don’t know what’s worse: to not know what you are and be happy, or to become what you’ve always wanted to be, and feel alone."
715,happiness,"I am the happiest creature in the world. Perhaps other people have said so before, but not one with such justice. I am happier even than Jane; she only smiles, I laugh."
716,happiness,Happiness makes up in height for what it lacks in length.
717,happiness,"Part of the problem with the word 'disabilities' is that it immediately suggests an inability to see or hear or walk or do other things that many of us take for granted. But what of people who can't feel? Or talk about their feelings? Or manage their feelings in constructive ways? What of people who aren't able to form close and strong relationships? And people who cannot find fulfillment in their lives, or those who have lost hope, who live in disappointment and bitterness and find in life no joy, no love? These, it seems to me, are the real disabilities."
718,happiness,"What, if some day or night a demon were to steal after you into your loneliest loneliness and say to you: 'This life as you now live it and have lived it, you will have to live once more and innumerable times more' ... Would you not throw yourself down and gnash your teeth and curse the demon who spoke thus? Or have you once experienced a tremendous moment when you would have answered him: 'You are a god and never have I heard anything more divine."
719,happiness,"A quiet secluded life in the country, with the possibility of being useful to people to whom it is easy to do good, and who are not accustomed to have it done to them; then work which one hopes may be of some use; then rest, nature, books, music, love for one's neighbor — such is my idea of happiness."
720,happiness,With mirth and laughter let old wrinkles come.
721,happiness,"There is some kind of a sweet innocence in being human- in not having to be just happy or just sad- in the nature of being able to be both broken and whole, at the same time."
722,happiness,"Generally speaking, the most miserable people I know are those who are obsessed with themselves; the happiest people I know are those who lose themselves in the service of others...By and large, I have come to see that if we complain about life, it is because we are thinking only of ourselves."
723,happiness,"There is nothing more rare, nor more beautiful, than a woman being unapologetically herself; comfortable in her perfect imperfection. To me, that is the true essence of beauty."
724,happiness,"Happiness is the meaning and the purpose of life, the whole aim and end of human existence."
725,happiness,"Ester asked why people are sad.""That’s simple,"" says the old man. ""They are the prisoners of their personal history. Everyone believes that the main aim in life is to follow a plan. They never ask if that plan is theirs or if it was created by another person. They accumulate experiences, memories, things, other people's ideas, and it is more than they can possibly cope with. And that is why they forget their dreams."
726,happiness,"Happily ever after, or even just together ever after, is not cheesy,” Wren said. “It’s the noblest, like, the most courageous thing two people can shoot for."
727,happiness,Smile more. Smiling can make you and others happy.
728,happiness,"Maybe the truth is, there's a little bit of loser in all of us. Being happy isn't having everything in your life be perfect. Maybe it's about stringing together all the little things."
729,happiness,The problem with people is they forget that most of the time it's the small things that count.
730,happiness,There are two ways to get enough. One is to continue to accumulate more and more. The other is to desire less.
731,happiness,"Those who are not looking for happiness are the most likely to find it, because those who are searching forget that the surest way to be happy is to seek happiness for others."
732,happiness,"Happiness is an accident of nature, a beautiful and flawless aberration."
733,happiness,"We don’t even ask happiness, just a little less pain."
734,happiness,"Sadness gives depth. Happiness gives height. Sadness gives roots. Happiness gives branches. Happiness is like a tree going into the sky, and sadness is like the roots going down into the womb of the earth. Both are needed, and the higher a tree goes, the deeper it goes, simultaneously. The bigger the tree, the bigger will be its roots. In fact, it is always in proportion. That's its balance."
735,happiness,"Stop giving other people the power to control your happiness, your mind, and your life. If you don't take control of yourself and your own life, someone else is bound to try."
736,happiness,"This planet has - or rather had - a problem, which was this: most of the people living on it were unhappy for pretty much of the time. Many solutions were suggested for this problem, but most of these were largely concerned with the movement of small green pieces of paper, which was odd because on the whole it wasn't the small green pieces of paper that were unhappy."
737,happiness,Whoever is happy will make others happy.
738,happiness,"The secret of happiness is freedom, the secret of freedom is courage."
739,happiness,"You’ll learn, as you get older, that rules are made to be broken. Be bold enough to live life on your terms, and never, ever apologize for it. Go against the grain, refuse to conform, take the road less traveled instead of the well-beaten path. Laugh in the face of adversity, and leap before you look. Dance as though EVERYBODY is watching. March to the beat of your own drummer. And stubbornly refuse to fit in."
740,happiness,"I'm choosing happiness over suffering, I know I am. I'm making space for the unknown future to fill up my life with yet-to-come surprises."
741,happiness,Laughter is poison to fear.
742,happiness,It is the very mark of the spirit of rebellion to crave for happiness in this life
743,happiness,"I will not try to convince you to love me, to respect me, to commit to me. I deserve better than that; I AM BETTER THAN THAT...Goodbye."
744,happiness,I have a million things to talk to you about. All I want in this world is you. I want to see you and talk. I want the two of us to begin everything from the beginning.
745,happiness,"Happiness is not a possession to be prized, it is a quality of thought, a state of mind."
746,happiness,"After all, what is happiness? Love, they tell me. But love doesn't bring and never has brought happiness. On the contrary, it's a constant state of anxiety, a battlefield; it's sleepless nights, asking ourselves all the time if we're doing the right thing. Real love is composed of ecstasy and agony."
747,happiness,"Letting go gives us freedom, and freedom is the only condition for happiness. If, in our heart, we still cling to anything - anger, anxiety, or possessions - we cannot be free."
748,happiness,"I have no faith in human perfectibility. I think that human exertion will have no appreciable effect upon humanity. Man is now only more active - not more happy - nor more wise, than he was 6000 years ago."
749,happiness,People are unhappy when they get something too easily. You have to sweat--that's the only moral they know.
750,happiness,"A smile puts you on the right track. A smile makes the world a beautiful place. When you lose your smile, you lose your way in the chaos of life."
751,happiness,"Keep your best wishes, close to your heart and watch what happens"
752,happiness,I think happiness is what makes you pretty. Period. Happy people are beautiful. They become like a mirror and they reflect that happiness.
753,happiness,A mathematical formula for happiness:Reality divided by Expectations.There were two ways to be happy:improve your reality or lower your expectations.
754,happiness,Happiness is not a goal...it's a by-product of a life well lived.
755,happiness,"Action may not always bring happiness, but there is no happiness without action. "
756,happiness,You are in charge of your own happiness; you don't need to wait for other people's permission to be happy.
757,happiness,"Children are happy because they don't have a file in their minds called ""All the Things That Could Go Wrong."
758,happiness,"Perfectionism is the enemy of happiness. Embrace being perfectly imperfect. Learn from your mistakes and forgive yourself, you’ll be happier. We make mistakes because we are imperfect. Learn from your mistakes, forgive yourself, and keep moving forward."
759,happiness,"I, not events, have the power to make me happy or unhappy today. I can choose which it shall be. Yesterday is dead, tomorrow hasn't arrived yet. I have just one day, today, and I'm going to be happy in it."
760,happiness,"Don’t sacrifice yourself too much, because if you sacrifice too much there’s nothing else you can give and nobody will care for you."
761,happiness,"With all its sham, drudgery, and broken dreams,it is still a beautiful world.Be cheerful.Strive to be happy."
762,happiness,The power of finding beauty in the humblest things makes home happy and life lovely.
763,happiness,"Wealth consists not in having great possessions, but in having few wants."
764,happiness,"Ah, what happiness it is to be with people who are all happy, to press hands, press cheeks, smile into eyes."
765,happiness,And I can't be running back and fourth forever between grief and high delight.
766,happiness,A thing of beauty is a joy forever.
767,happiness,Very little is needed to make a happy life; it is all within yourself in your way of thinking.
768,happiness,"It does not matter how long you are spending on the earth, how much money you have gathered or how much attention you have received. It is the amount of positive vibration you have radiated in life that matters,"
769,happiness,"The greater part of our happiness or misery depends upon our dispositions, and not upon our circumstances."
770,happiness,"The trouble is that we have a bad habit, encouraged by pedants and sophisticates, of considering happiness as something rather stupid. Only pain is intellectual, only evil interesting. This is the treason of the artist; a refusal to admit the banality of evil and the terrible boredom of pain."
771,happiness,"There is no happiness like that of being loved by your fellow creatures, and feeling that your presence is an addition to their comfort."
772,happiness,"What can I do with my happiness? How can I keep it, conceal it, bury it where I may never lose it? I want to kneel as it falls over me like rain, gather it up with lace and silk, and press it over myself again."
773,happiness,The pain I feel now is the happiness I had before. That's the deal.
774,happiness,"I had rather hear my dog bark at a crow, than a man swear he loves me."
775,happiness,"Everyone wants to live on top of the mountain, but all the happiness and growth occurs while you're climbing it."
776,happiness,"I heard a definition once: Happiness is health and a short memory! I wish I'd invented it, because it is very true."
777,happiness,"It is an illusion that youth is happy, an illusion of those who have lost it; but the young know they are wretched for they are full of the truthless ideal which have been instilled into them, and each time they come in contact with the real, they are bruised and wounded. It looks as if they were victims of a conspiracy; for the books they read, ideal by the necessity of selection, and the conversation of their elders, who look back upon the past through a rosy haze of forgetfulness, prepare them for an unreal life. They must discover for themselves that all they have read and all they have been told are lies, lies, lies; and each discovery is another nail driven into the body on the cross of life."
778,happiness,"I am a happy camper so I guess I’m doing something right. Happiness is like a butterfly; the more you chase it, the more it will elude you, but if you turn your attention to other things, it will come and sit softly on your shoulder."
779,happiness,I am very happyBecause I have conquered myselfAnd not the world.I am very happyBecause I have loved the worldAnd not myself.
780,happiness,"I find the best way to love someone is not to change them, but instead, help them reveal the greatest version of themselves."
781,happiness,That's the difference between me and the rest of the world! Happiness isn't good enough for me! I demand euphoria!
782,happiness,"The sense of unhappiness is so much easier to convey than that of happiness. In misery we seem aware of our own existence, even though it may be in the form of a monstrous egotism: this pain of mine is individual, this nerve that winces belongs to me and to no other. But happiness annihilates us: we lose our identity."
783,happiness,"Let us dance in the sun, wearing wild flowers in our hair..."
784,happiness,I don't think that there are any limits to how excellent we could make life seem.
785,happiness,Happiness consists in frequent repetition of pleasure
786,happiness,This life is yours. Take the power to choose what you want to do and do it well. Take the power to love what you want in life and love it honestly. Take the power to walk in the forest and be a part of nature. Take the power to control your own life. No one else can do it for you. Take the power to make your life happy.
787,happiness,"If only we'd stop trying to be happy, we could have a pretty good time."
788,happiness,I'm a kind of paranoiac in reverse. I suspect people of plotting to make me happy.
789,happiness,I've always thought people would find a lot more pleasure in their routines if they burst into song at significant moments.
790,happiness,"It takes three to make love, not two: you, your spouse, and God. Without God people only succeed in bringing out the worst in one another. Lovers who have nothing else to do but love each other soon find there is nothing else. Without a central loyalty life is unfinished."
791,happiness,"No one should ever ask themselves that: why am I unhappy? The question carries within it the virus that will destroy everything. If we ask that question, it means we want to find out what makes us happy. If what makes us happy is different from what we have now, then we must either change once and for all or stay as we are, feeling even more unhappy."
792,happiness,"Happiness. It was the place where passion, with all its dazzle and drumbeat, met something softer: homecoming and safety and pure sunbeam comfort. It was all those things, intertwined with the heat and the thrill, and it was as bright within her as a swallowed star."
793,happiness,"If you don't want a man unhappy politically, don't give him two sides to a question to worry him; give him one. Better yet, give him none. Let him forget there is such a thing as war. If the government is inefficient, top-heavy, and tax-mad, better it be all those than that people worry over it. Peace, Montag. Give the people contests they win by remembering the words to more popular songs or the names of state capitals or how much corn Iowa grew last year. Cram them full of noncombustible data, chock them so damned full of 'facts' they feel stuffed, but absolutely 'brilliant' with information. Then they'll feel they're thinking, they'll get a sense of motion without moving. And they'll be happy, because facts of that sort don't change."
794,happiness,"If you want others to be happy, practice compassion. If you want to be happy, practice compassion."
795,happiness,And therein lies the whole of man's plight. Human time does not turn in a circle; it runs ahead in a straight line. That is why man cannot be happy: happiness is the longing for repetition.
796,happiness,"Life is not a PG feel-good movie. Real life often ends badly. Literature tries to document this reality, while showing us it is still possible for us to endure nobly."
797,happiness,"Even if things don't unfold the way you expected, don't be disheartened or give up. One who continues to advance will win in the end."
798,happiness,The only time you fail is when you fall down and stay down.
799,happiness,"The more you praise and celebrate your life, the more there is in life to celebrate."
800,happiness,"Happiness is a risk. If you’re not a little scared, then you’re not doing it right."
801,happiness,My happiness is not the means to any end. It is the end. It is its own goal. It is its own purpose.
802,happiness,Most of us must learn to love people and use things rather than loving things and using people.
803,happiness,"The belief that unhappiness is selfless and happiness is selfish is misguided. It's more selfless to act happy. It takes energy, generosity, and discipline to be unfailingly lighthearted, yet everyone takes the happy person for granted. No one is careful of his feelings or tries to keep his spirits high. He seems self-sufficient; he becomes a cushion for others. And because happiness seems unforced, that person usually gets no credit."
804,happiness,There is only one way to happiness and that is to cease worrying about things which are beyond the power or our will. 
805,happiness,You cannot be with someone just because you don’t want to hurt him. You have your own happiness to think about.
806,happiness,"It is a curious thing, but as one travels the world getting older and older, it appears that happiness is easier to get used to than despair. The second time you have a root beer float, for instance, your happiness at sipping the delicious concoction may not be quite as enormous as when you first had a root beer float, and the twelfth time your happiness may be still less enormous, until root beer floats begin to offer you very little happiness at all, because you have become used to the taste of vanilla ice cream and root beer mixed together. However, the second time you find a thumbtack in your root beer float, your despair is much greater than the first time, when you dismissed the thumbtack as a freak accident rather than part of the scheme of a soda jerk, a phrase which here means ""ice cream shop employee who is trying to injure your tongue,"" and by the twelfth time you find a thumbtack, your despair is even greater still, until you can hardly utter the phrase ""root beer float"" without bursting into tears. It is almost as if happiness is an acquired taste, like coconut cordial or ceviche, to which you can eventually become accustomed, but despair is something surprising each time you encounter it."
807,happiness,All who joy would winMust share it -- Happiness was born a twin.
808,happiness,Success is getting what you want..Happiness is wanting what you get.
809,happiness,"Certainly the most destructive vice if you like, that a person can have. More than pride, which is supposedly the number one of the cardinal sins - is self pity. Self pity is the worst possible emotion anyone can have. And the most destructive. It is, to slightly paraphrase what Wilde said about hatred, and I think actually hatred's a subset of self pity and not the other way around - ' It destroys everything around it, except itself '. Self pity will destroy relationships, it'll destroy anything that's good, it will fulfill all the prophecies it makes and leave only itself. And it's so simple to imagine that one is hard done by, and that things are unfair, and that one is underappreciated, and that if only one had had a chance at this, only one had had a chance at that, things would have gone better, you would be happier if only this, that one is unlucky. All those things. And some of them may well even be true. But, to pity oneself as a result of them is to do oneself an enormous disservice.I think it's one of things we find unattractive about the american culture, a culture which I find mostly, extremely attractive, and I like americans and I love being in america. But, just occasionally there will be some example of the absolutely ravening self pity that they are capable of, and you see it in their talk shows. It's an appalling spectacle, and it's so self destructive. I almost once wanted to publish a self help book saying 'How To Be Happy by Stephen Fry : Guaranteed success'. And people buy this huge book and it's all blank pages, and the first page would just say - ' Stop Feeling Sorry For Yourself - And you will be happy '. Use the rest of the book to write down your interesting thoughts and drawings, and that's what the book would be, and it would be true. And it sounds like 'Oh that's so simple', because it's not simple to stop feeling sorry for yourself, it's bloody hard. Because we do feel sorry for ourselves, it's what Genesis is all about."
810,happiness,"Why Not You?Today, many will awaken with a fresh sense of inspiration. Why not you?Today, many will open their eyes to the beauty that surrounds them. Why not you?Today, many will choose to leave the ghost of yesterday behind and seize the immeasurable power of today. Why not you?Today, many will break through the barriers of the past by looking at the blessings of the present. Why not you?Today, for many the burden of self doubt and insecurity will be lifted by the security and confidence of empowerment. Why not you?Today, many will rise above their believed limitations and make contact with their powerful innate strength. Why not you?Today, many will choose to live in such a manner that they will be a positive role model for their children. Why not you?Today, many will choose to free themselves from the personal imprisonment of their bad habits. Why not you?Today, many will choose to live free of conditions and rules governing their own happiness. Why not you?Today, many will find abundance in simplicity. Why not you?Today, many will be confronted by difficult moral choices and they will choose to do what is right instead of what is beneficial. Why not you?Today, many will decide to no longer sit back with a victim mentality, but to take charge of their lives and make positive changes. Why not you?Today, many will take the action necessary to make a difference. Why not you?Today, many will make the commitment to be a better mother, father, son, daughter, student, teacher, worker, boss, brother, sister, & so much more. Why not you?Today is a new day!Many will seize this day.Many will live it to the fullest.Why not you?"
811,happiness,"Be believing, be happy, don't get discouraged. Things will work out."
812,happiness,"Sometimes you break your heart in the right way, if you know what I mean."
813,happiness,"When you find a guy who calls you beautiful instead of hot, who calls you back when you hang up on him, who will stand in front of you when other’s cast stones, or will stay awake just to watch you sleep, who wants to show you off to the world when you are in sweats, who will hold your hand when your sick, who thinks your pretty without makeup, the one who turns to his friends and say, ‘that’s her’, the one that would bear your rejection because losing you means losing his will to live, who kisses you when you screw up, watches the stars and names one for you and will hold and rock that baby for hours so you can sleep…..you marry him all over again."
